,movieId,title,genres,imdbId,tmdbId,"('count', 0.5)","('count', 1.0)","('count', 1.5)","('count', 2.0)","('count', 2.5)","('count', 3.0)","('count', 3.5)","('count', 4.0)","('count', 4.5)","('count', 5.0)",total_count,percent_0.5to1,percent_4.5to5,percent_polarity,total_tails,Cluster,Plot
123,2807,Universal Soldier: The Return (1999),Action|Sci-Fi,tt0176269,10366.0,137.0,475.0,96.0,302.0,95.0,193.0,52.0,65.0,14.0,23.0,1452.0,0.4214876033057851,0.025482093663911846,0.3960055096418733,0.44696969696969696,0,"Luc Devereaux, the only surviving member of the original Universal Soldier Team. He now works with Dylan Cotner, on a project to create and improve a new Universal Soldier. Their plan is for the Universal soldier or UNISOLS to be controlled by a computer they call SETH. When the government decides to terminate the project, which includes shutting down SETH. SETH, not wanting this to happen, takes steps to prevent this. He first kills Dylan. He then has himself transfered into a body. He then seeks out Luc Devereaux, who is the only person who knows the code that will stop his program from being deleted. So he sends out all the UNISOLS to get him. Luc must try and stay away until SETH program is deleted. But SETH has targeted his daughter as possible leverage."
124,2816,Iron Eagle II (1988),Action|War,tt0095382,11955.0,39.0,385.0,27.0,305.0,34.0,172.0,16.0,38.0,4.0,5.0,1025.0,0.4136585365853658,0.00878048780487805,0.4048780487804878,0.4224390243902439,0,"Chappy Sinclair is called to gather together a mixed Soviet/U.S. strike force that will perform a surgical strike on a massively defended nuclear missile site in the Middle East. Chappy finds that getting the Soviet and U.S. Pilots to cooperate is only the most minor of his problems as he discovers someone in the Pentagon is actively sabotaging his mission. As they begin their assault, Chappy finds that a nuclear strike has been ordered should they fail, which will catch his forces on the ground next to ground zero."
125,2817,Aces: Iron Eagle III (1992),Action,tt0103617,2038.0,38.0,378.0,32.0,152.0,17.0,86.0,8.0,42.0,1.0,10.0,764.0,0.5445026178010471,0.014397905759162303,0.5301047120418848,0.5589005235602095,0,"Chappy Sinclair is back. This time he tries to help a woman, whose South American village has been taken over by a former Nazi, who is now a cocaine dealer and who uses her village as his base of operations. She manages to escape and goes to the States and meets up with Chappy. When Chappy tries to get help from the Air Force, he discovers that the General he is speaking to, is the Nazi's partner. So, he along with three ageing pilots, take some vintage fighter planes and go there to try and help."
126,2818,Iron Eagle IV (1995),Action|War,tt0113438,28737.0,43.0,240.0,13.0,86.0,15.0,54.0,3.0,22.0,0.0,6.0,482.0,0.5871369294605809,0.012448132780082987,0.5746887966804979,0.5995850622406639,0,"While Chappy Sinclair is saddled with a bunch of misfits and delinquents for his flight school, he turns to his protégé Doug Masters to assist him in rounding the into shape for an important competition. During their training, they stumble upon a group of subversive air force officers who are dealing in toxic waste as a sideline."
127,2823,"Spiders Part 1: The Golden Lake, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Adventure|Drama,tt0010726,91893.0,1.0,13.0,0.0,5.0,1.0,8.0,2.0,9.0,2.0,4.0,45.0,0.3111111111111111,0.13333333333333333,0.17777777777777778,0.4444444444444444,0,"In San Francisco, the sportsman Kay Hoog tells to the members of a club that he has found a message in a bottle with a map from a Harvard's missing professor telling about a treasure of an Inca lost civilization still alive. He decides to go to Peru to seek the gold. However, members of the secret criminal organization ""The Spiders"" leaded by Lio Sha break in Kay's mansion during the night and steal the map. Kay Hoog travels to Peru, where he retrieves his map and a document about the Diamond Ship from The Spiders. Later he saves the Priestess of the Sun Naela and brings her to San Francisco. However, The Spiders kill Naela and Kay Hoog promises revenge for the death of his love."
128,2828,Dudley Do-Right (1999),Children|Comedy,tt0160236,17709.0,44.0,346.0,53.0,274.0,29.0,190.0,29.0,56.0,4.0,22.0,1047.0,0.37249283667621774,0.024832855778414518,0.3476599808978032,0.3973256924546323,0,"Based on the 60's-era cartoon of the same name. Royal Canadian Mountie Dudley Do-right is busy keeping the peace in his small mountain town when his old rival, Snidely Whiplash, comes up with a plot to buy all the property in town, then start a phony gold rush by seeding the river with nuggets. Can this well-meaning (though completely incompetent) Mountie stop Whiplash's evil plan?"
129,2887,Simon Sez (1999),Action|Comedy,tt0168172,32305.0,27.0,37.0,10.0,21.0,7.0,13.0,3.0,4.0,1.0,4.0,127.0,0.5039370078740157,0.03937007874015748,0.4645669291338583,0.5433070866141733,0,Basketball superstar Dennis Rodman stars as a hip Interpol agent attempting to defeat the deadly plans of a crazed arms dealer.
130,2955,Penitentiary II (1982),Drama,tt0084485,65452.0,4.0,12.0,2.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,31.0,0.5161290322580645,0.0,0.5161290322580645,0.5161290322580645,0,"An ex-con, on parole and trying to straighten his life out, decides to resume his boxing career when one of his prison enemies escapes and kills his girlfriend."
131,2965,"Omega Code, The (1999)",Action,tt0203408,29064.0,31.0,144.0,21.0,104.0,8.0,81.0,5.0,41.0,0.0,14.0,449.0,0.3897550111358575,0.0311804008908686,0.3585746102449889,0.4209354120267261,0,"Ancient codes hidden within the Torah reveal the secrets of global events, past (i.e., Hitler, the Kennedy assassination, the Gulf War), present, and future. One man (York) is after the Code, seeking the power to change the world as we know it... for the worse. Another (Van Dien) seeks the truth, risking his life and everything he stands for in order to stop him."
132,2974,Bats (1999),Horror|Thriller,tt0200469,10496.0,67.0,250.0,42.0,151.0,35.0,90.0,10.0,20.0,0.0,21.0,686.0,0.4620991253644315,0.030612244897959183,0.4314868804664723,0.4927113702623906,0,"Bats, the result of a government experiment gone wrong, have suddenly become intelligent, vicious, and omnivorous, and are attacking people near Gallup, Texas. Bat specialist Sheila Casper and her assistant Jimmy are brought in but can they stop the bats before the military comes in and, in their ignorance, makes things worse?"
133,3026,Slaughterhouse (1987),Comedy|Horror,tt0093990,85160.0,9.0,28.0,0.0,13.0,9.0,14.0,4.0,5.0,0.0,8.0,90.0,0.4111111111111111,0.08888888888888889,0.3222222222222222,0.5,0,Owner of a closed down slaughterhouse sets his intellectually disabled psychopathic son on the people who want to take his land away and the unlucky teens that decided to party there.
134,3041,Meatballs Part II (1984),Comedy,tt0087700,40771.0,24.0,213.0,20.0,130.0,10.0,77.0,11.0,22.0,1.0,5.0,513.0,0.4619883040935672,0.011695906432748536,0.4502923976608187,0.4736842105263158,0,"The first in-name-only sequel to the first Meatballs summer camp movie sets us at Camp Sasquash where the owner Giddy tries to keep his camp open after it's threatened with foreclosure after Hershey, the militant owner of Camp Patton located just across the lake, wants to buy the entire lake to expand Camp Patton. Giddy suggests settling the issue with the traditional end-of-the-summer boxing match over rights to the lake. Meanwhile, a tough, inner city punk, nicknamed Flash, is at Camp Sasquash for community service as a counselor-in-training where he sets his sights on the naive and intellectual Cheryl, while Flash's young charges befriend an alien, whom they name Meathead, also staying at the camp for the summer. Fresh Face Jeremy O. arrives to Camp Sasquash after his car broke down and he stumbles upon the mess hall. Jeremy O provides Flash and Meathead with encouragement and indepth analytics to counter all of Hershey's diabolical intent."
135,3042,Meatballs III (1987),Comedy,tt0093516,40772.0,40.0,219.0,11.0,68.0,6.0,54.0,7.0,18.0,0.0,6.0,429.0,0.6037296037296037,0.013986013986013986,0.5897435897435898,0.6177156177156177,0,A dead porno movie star returns from the beyond to help a nerdy teen to score with the beautiful wife of the owner of the camp he is spending the summer working at. Wow.
136,3043,Meatballs 4 (1992),Comedy,tt0104837,40773.0,25.0,106.0,11.0,47.0,8.0,21.0,4.0,15.0,3.0,5.0,245.0,0.5346938775510204,0.0326530612244898,0.5020408163265306,0.5673469387755101,0,"Ricky is the hottest water-ski instructor around and he has just be rehired by his former employer/camp to whip up attendance. But the camp is in serious financial trouble and the owner of a rival, more popular, camp wants to buy them out. Therefore they will have to engage in a mean, winner-takes-all competition that will settle the row once and for all."
137,3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,tt0190641,10228.0,222.0,474.0,63.0,260.0,118.0,318.0,125.0,173.0,42.0,94.0,1889.0,0.3684489147697194,0.07199576495500265,0.2964531498147168,0.4404446797247221,0,"When a group of scientists are offered funding into genetic research if they agree to try and clone the greatest ever Pokémon, Mew, the end result is success and Mewtwo is born. However Mewtwo is bitter about his purpose in life and kills his masters. In order to become the greatest he throws open a challenge to the world to battle him and his Pokémon. Ash and his friends are one of the few groups of trainers who pass the first test and prepare for battle. However they soon find out about further cloning and Mewtwo's ultimate plan for the earth."
138,3064,Poison Ivy: New Seduction (1997),Drama|Thriller,tt0119908,18222.0,18.0,138.0,22.0,118.0,19.0,97.0,13.0,49.0,2.0,16.0,492.0,0.3170731707317073,0.03658536585365853,0.2804878048780488,0.35365853658536583,0,"Ivy's sister, Violet, comes to visit the Greer residence in this third installment of the franchise. It does not take long for the family to be turned upside down as Violet uses her body and skills of manipulation to throw the household into a state of panic and deceit."
139,3123,Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA) (1989),Comedy,tt0097717,28604.0,3.0,15.0,0.0,5.0,1.0,5.0,1.0,7.0,0.0,3.0,40.0,0.45,0.075,0.375,0.525,0,"""Porky"" style teen comedy with plenty of gross out jokes and nudity. A nerd and his out-of-control friend chase a dream girl to a beach on Florida where all the expected carrying on occurs."
140,3166,Brenda Starr (1989),Adventure,tt0096978,47070.0,9.0,38.0,3.0,19.0,4.0,9.0,6.0,3.0,0.0,2.0,93.0,0.5053763440860215,0.021505376344086027,0.4838709677419355,0.5268817204301075,0,"Mike is a struggling artist who draws the 'Brenda Starr' strip for the papers. When Brenda comes to life in the strip and sees how unappreciated she is by Mike, she leaves the strip. To get her back, and keep his job, Mike draws himself into the strip. In her world, Brenda Starr is the Ace Reporter for the New York Flash. She is talented, fearless, smart and a very snappy dresser. The only competition she has is from the rival paper's top reporter Libby Lipscomb. Brenda heads to the Amazon jungle to find a scientist with a secret formula which will create cheap and powerful gas from ordinary water."
141,3228,Wirey Spindell (2000),Comedy,tt0153866,97805.0,3.0,9.0,1.0,5.0,0.0,4.0,1.0,3.0,0.0,2.0,28.0,0.42857142857142855,0.07142857142857142,0.3571428571428571,0.5,0,"A semi-autobiographical tale of Eric Schaeffer, who as Wirey Spindell, is seeing a marriage counsler with his future wife because he is nervous about his upcoming wedding. Together, they remember some of Wirey's life and the sexual misadventures of his youth."
142,3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,tt0105477,9876.0,239.0,626.0,176.0,416.0,181.0,254.0,66.0,84.0,9.0,16.0,2067.0,0.41848089017900336,0.012094823415578132,0.4063860667634253,0.4305757135945815,0,"A tough police sergeant's mother comes to visit him, and promptly starts trying to fix up his life, much to his embarrassment. For his birthday she buys him a machine gun out of the back of a van, and begins to further interfere with his job and love life, eventually helping him with a case he's on."
143,3291,Trois (2000),Thriller,tt0217107,77908.0,5.0,5.0,2.0,7.0,2.0,3.0,1.0,1.0,0.0,0.0,26.0,0.38461538461538464,0.0,0.38461538461538464,0.38461538461538464,0,"Jermaine, a young struggling Atlanta lawyer, decides to spruce up his marriage with Jasmine, who's mentally recovering from an abusive previous relationship, by hiring Jade, a bisexual stripper/prostitute fighting a custody battle with her ex-husband for their four-year-old son, for a threesome menage-a-trois get together only to have all three of them suffer the after-affects when Jermaine begins acting possessive towards Jasmine and Jade which leads to Jade (or someone) stalking him and disrupting his private and professional life."
144,3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,tt0091934,58048.0,29.0,103.0,22.0,43.0,15.0,25.0,2.0,4.0,0.0,3.0,246.0,0.5365853658536586,0.012195121951219513,0.5243902439024389,0.5487804878048781,0,"Glendon Wasey is a fortune hunter looking for a fast track out of China. Gloria Tatlock is a missionary nurse seeking the curing powers of opium for her patients. Fate sets them on a hectic, exotic, and even romantic quest for stolen drugs. But they are up against every thug and smuggler in Shangai."
145,3433,Death Wish 4: The Crackdown (1987),Action|Drama,tt0092857,26263.0,28.0,103.0,11.0,61.0,16.0,40.0,7.0,18.0,5.0,9.0,298.0,0.4395973154362416,0.04697986577181208,0.3926174496644295,0.4865771812080537,0,"Paul Kersey, LA architect and part-time vigilante, is fed up with violence and wants a quiet life. However, when friend's daughter dies of overdose, he has no choice but to go to war on drug dealers."
146,3434,Death Wish 5: The Face of Death (1994),Action|Drama,tt0109578,34746.0,18.0,95.0,11.0,40.0,14.0,31.0,11.0,19.0,1.0,7.0,247.0,0.4574898785425101,0.032388663967611336,0.4251012145748988,0.4898785425101214,0,"New York's garment district has turns into Dodge City when mobster Tommy O'Shea muscles in on the fashion trade of his ex-wife Olivia Regent. Olivia is engaged to Paul Kersey, who provides a sense of security for herself and her daughter Chelsea. Olivia isn't impressed when Tommy tortures her manager, Big Al, so Tommy hires an enforcer named Freddie Flakes, who is a master of disguise. Freddie dons women's clothing to follow Olivia into a ladies' room, where he smashes her face into a mirror, causing permanent disfigurement. In the offices of D.A. Tony Hoyle and his associate Hector Vasquez, Paul and Olivia vow to see to it that Tommy is prosecuted. Later, Freddie and two of his men disguise themselves as cops, infiltrate Olivia's apartment, and shoot Olivia dead. Now Kersey is ready to take things into his own hands. Kersey follows Tommy's thug Chickie Paconi to the Paconi family bistro, where Kersey kills Chickie by lacing his cannelloni with cyanide. Next, Paul tricks Freddie out of his fortress-like home and blows him up with a rigged ball. After dispatching the corrupt Hector Vasquez with a gun concealed in a doll, Kersey discovers that D.A. Hoyle is in cahoots with Tommy. Using Chelsea as bait, Tommy lures Paul to Olivia's factory for a confrontation."
147,3437,Cool as Ice (1991),Drama,tt0101615,1496.0,34.0,50.0,13.0,19.0,8.0,12.0,6.0,12.0,1.0,4.0,159.0,0.5283018867924528,0.031446540880503145,0.4968553459119497,0.5597484276729561,0,"The old teen rebel saga is updated for the rap crowd, unfortunately rapper Vanilla Ice is the teen. Ice shows up on a neon-yellow motorcycle which gets everyone's attention, including the female honor student who has never had a rebellious bone in her body."
148,3463,Last Resort (National Lampoon's Last Resort) (1994),Comedy,tt0110629,49338.0,8.0,20.0,0.0,26.0,3.0,14.0,1.0,5.0,0.0,0.0,77.0,0.3636363636363637,0.0,0.3636363636363637,0.3636363636363637,0,"Sam and Dave are living the boring life until they are beckoned to Sam's uncle's Island. When they get there (still not quite sure how that worked) they are compelled by beautiful women and a dastardly enemy of the Island. After accidentally convincing Sam's uncle to sign away rights to his island, they must somehow fix the problem."
149,3488,"Hideous Sun Demon, The (1959)",Horror|Sci-Fi,tt0052888,41038.0,4.0,24.0,4.0,13.0,0.0,17.0,0.0,9.0,1.0,1.0,73.0,0.3835616438356164,0.0273972602739726,0.3561643835616438,0.410958904109589,0,"After exposure to radiation, an atomic research scientist finds himself changing into a murderous, lizard-like creature every time he is exposed to sunlight."
150,3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,tt0158622,889.0,231.0,534.0,121.0,352.0,149.0,261.0,80.0,83.0,9.0,19.0,1839.0,0.4159869494290375,0.015225666122892875,0.40076128330614463,0.4312126155519304,0,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?"
151,3572,Carnosaur (1993),Horror|Sci-Fi,tt0106521,39283.0,47.0,152.0,20.0,90.0,16.0,48.0,7.0,10.0,1.0,7.0,398.0,0.5,0.02010050251256281,0.4798994974874372,0.5201005025125628,0,"A brilliant geneticist, Diane Ladd, plans to expose a lethal virus to every human being on the planet. Her objective: to destroy humankind in favour of her new strain of prehistoric dinosaurs. Two people stand in the way of her diabolical plan, a cynical night watchman and a lovely idealistic environmentalist. The two must overcome their differences long enough to uncover the scientist's scheme and fight her carnivorous creations in a desperate battle against the extinction of the human race."
152,3573,Carnosaur 2 (1995),Horror|Sci-Fi,tt0112634,65460.0,32.0,84.0,7.0,27.0,3.0,17.0,1.0,3.0,1.0,5.0,180.0,0.6444444444444445,0.03333333333333333,0.6111111111111112,0.6777777777777778,0,A team of scientists go to a nuclear mining facility to investigate a possible meltdown and instead find a large amount of cloned dinosaurs.
153,3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,tt0115834,55667.0,43.0,72.0,8.0,7.0,3.0,10.0,2.0,3.0,1.0,6.0,155.0,0.7419354838709677,0.045161290322580636,0.6967741935483871,0.7870967741935484,0,International terrorists are terrified when their hijacked cargo turns out to be genetically engineered dinosaurs. Now... the army commando team attempting recovery of this secret cargo is about to make the same deadly discovery!
154,3589,"Whom the Gods Wish to Destroy (Nibelungen, Teil 1: Siegfried, Die) (1966)",Adventure|Fantasy,tt0060749,5608.0,7.0,2.0,0.0,4.0,2.0,2.0,4.0,5.0,2.0,2.0,30.0,0.3,0.13333333333333333,0.16666666666666666,0.43333333333333335,0,"Volker von Alzey, the royal bard of the Burgunds (far greater then modern Burgundy), ruled by the Christian, papist king Gunther, who has two brave, loyal brothers and a sister Kriemhild, tells in rhyme the tale of Siegfried of Xanthen, who in the northern kingdom of the Lowlands was a forgery apprentice, till his jealous rival's attack made him drench his blade in blood, which made it all-splitting, the right means to slay the feared-most dragon, Rachnir, whose blood makes him, once bathed in it, invulnerable; Alberich, king of the Alves, whose helmet of invisibility he beats, shows him the dragon-protected ring of the Nibelungen, and he sets out by ship for Iceland, to awake its maiden queen Brunhild, but refuses to stay with her, returning southward to rule from Xanthen on the Rhine and seek himself a queen. Siegfried challenges Gunther at Easter to a duel for both realms, is however proposed instead a preferable marital alliance with Gunther's sister Kriemhild. Just after their betrothal invades Ludegast, king of the Saxons, who however swears allegiance to Burgundy when defeated but spared in duel by Siegfried. Now Gunther demands, for Kriemhild's hand, Siegfried gets him Brunhild as politically ideal bride for Burgundy. Siegfried manages this, but only by using more magic, which will later come at a terrible price..."
155,3593,Battlefield Earth (2000),Action|Sci-Fi,tt0185183,5491.0,1088.0,1673.0,321.0,692.0,229.0,486.0,179.0,206.0,43.0,48.0,4965.0,0.5560926485397785,0.018328298086606243,0.5377643504531722,0.5744209466263848,0,"In the year 3000, humanity is no match for the Psychlos, a greedy, manipulative race on a quest for ultimate profit. Led by the seductive and powerful Terl, the Psychlos are stripping Earth of its resources, using the broken remnants of humanity as slaves. What is left of the human race has reverted to a primitive state, believing the invaders to be demons and technology to be evil. After humanity has all but given up any hope of freeing themselves from alien oppression, a young man named Tyler decides to leave his desolate home high in the Rocky Mountains to discover the truth, whereupon he is captured and enslaved. It is then that he decides to fight back, leading his fellow man in one final struggle for freedom."
156,3651,"Blood Spattered Bride, The (La novia ensangrentada) (1972)",Horror,tt0069029,40365.0,5.0,6.0,2.0,2.0,3.0,4.0,4.0,7.0,1.0,0.0,34.0,0.3235294117647059,0.029411764705882356,0.29411764705882354,0.35294117647058826,0,"A young husband's sexual fantasies frighten his new wife and cause her to seek advice from Carmilla, a descendent of Mircalla de Karnstein. Carmilla seduces the young bride and forces her to commit gory acts of mutilation."
157,3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller,tt0100438,26954.0,25.0,94.0,17.0,76.0,19.0,87.0,13.0,32.0,2.0,10.0,375.0,0.31733333333333336,0.032,0.2853333333333333,0.3493333333333334,0,"Toulon's puppets help collect brain tissue from human victims for Toulon to create his formula to animate the inanimate. The victims this time include a group of researchers from a US department, responsible for invstigating the paranormal."
158,3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,tt0102728,26956.0,21.0,110.0,11.0,66.0,10.0,73.0,11.0,28.0,3.0,13.0,346.0,0.3786127167630058,0.04624277456647399,0.3323699421965318,0.42485549132947975,0,"Set in Berlin during WWII, the Nazi regime is attempting to develop a drug that will animate the dead, in order to use in the war effort. Toulon arouses suspicion as a Nazi dissident, and his secret is discovered. During a Nazi raid on his home, Toulon's beautiful wife is murdered. Toulon vows revenge, with the help of his animated puppets. This movie gives a new perspective on Toulon and his ""friends""."
159,3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,tt0107899,26957.0,24.0,95.0,7.0,33.0,8.0,46.0,9.0,12.0,2.0,10.0,246.0,0.48373983739837395,0.04878048780487805,0.434959349593496,0.5325203252032521,0,"A young scientist working on an artificial intelligence project is the target of strange gremlin-like creatures, who are out to kill him and thus terminate his research. By coincidence, in one of the rooms he uses, there's a mysterious case containing the puppets of the ""puppet master"". When the puppets are brought to life, they help destroy the creatures."
160,3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,tt0110916,26958.0,29.0,98.0,8.0,34.0,6.0,33.0,6.0,12.0,1.0,10.0,237.0,0.5358649789029536,0.04641350210970464,0.489451476793249,0.5822784810126582,0,"After having his demon destroyed, an anciet evil creates a puppet of himself to release on the world. With the help of Toulon's spirit the Risk Myers destroys the demon and becomes the new puppet master"
161,3665,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),Horror|Sci-Fi|Thriller,tt0132451,26959.0,19.0,66.0,8.0,30.0,16.0,28.0,3.0,9.0,0.0,5.0,184.0,0.4619565217391304,0.02717391304347826,0.43478260869565216,0.4891304347826087,0,"Robert ""Tank"" begins to work for Dr. Magrew sculpting a puppet for the Doctor to bring to life using the work of Andre Toulon. Robert begins to fall in love with the Doctors daughter, Jane. Unbeknownst to Robert, the Doctor is trying to create a ""perfect race"" of puppet humans. Jane discovers a ""matt puppet"" which is from his first assistant. She comes back just in time to see her father, cut up by the puppets, has succeeded in putting a living human, Robert, into the puppet he carved."
162,3666,Retro Puppet Master (Puppet Master 7) (1999),Horror|Sci-Fi|Thriller,tt0189047,26960.0,20.0,30.0,5.0,18.0,10.0,15.0,3.0,5.0,2.0,5.0,113.0,0.4424778761061947,0.06194690265486725,0.38053097345132747,0.5044247787610621,0,"It's 1892 and Sutekh is hopping mad. It seems a 3,000 year old Egyptian sorcerer has stolen one of the God's secrets of life - that of instilling the souls of the dying into inanimate things. Sutekh raises three mummified former high priests, led by the villainous ""First Servant"", and charges them with recovering both the Sorceror and his secret. There is no lack of victims for the 3 high-faluting, stylish villains as they pursue their prey to 19th century Paris, and the very young puppeteer, Andre Toulon. Toulon runs a puppet theatre in the heart of Paris, and meets the sorcerer (the mysterious Afzel) when he is found by the lovely Swiss Ambassador's daughter Ilsa, after being nearly killed. It is there and then that we find the seed of things to come, and the origin of the Puppetmaster series of tales."
163,3667,Rent-A-Cop (1988),Action|Comedy|Crime,tt0095977,80287.0,9.0,44.0,6.0,46.0,7.0,22.0,1.0,6.0,1.0,3.0,145.0,0.3655172413793104,0.027586206896551724,0.33793103448275863,0.3931034482758621,0,"When call-girl Della gets caught in the middle of a drug bust at a hotel where she was meeting a trick, she is held hostage by a robber that busted in on the drug agents and the drug dealers. She gets rescued by vice cop Church who is accused of staging the aborted bust. Ex-ballplayer turned drug dealer Roger is in tight with corrupt vice cops and their superiors And the fireworks start popping."
164,3689,Porky's II: The Next Day (1983),Comedy,tt0086129,19698.0,63.0,297.0,59.0,218.0,53.0,181.0,41.0,65.0,7.0,22.0,1006.0,0.3578528827037773,0.028827037773359838,0.32902584493041753,0.3866799204771372,0,"When the students of Angel Beach High decide to stage ""An Evening With Shakespeare,"" their efforts are threatened by Miss Balbricker, who views the works of Shakespeare as obscene. She enlists the help of Reverend Bubba Flavel, a religious fanatic who brings along his flock of followers to pressure the school into shutting down the production. When they succeed with the help of corrupt city officials seeking re-election, the gang don't get mad... they get even!"
165,3690,Porky's Revenge (1985),Comedy,tt0089826,23919.0,45.0,236.0,49.0,206.0,51.0,147.0,34.0,60.0,4.0,13.0,845.0,0.33254437869822484,0.020118343195266272,0.3124260355029585,0.3526627218934911,0,"Meat, an Angel Beach high school student, picks up a shapely girl when she appears to have broken down by the side of the road; he is, however, shocked when her face doesn't match her figure. Not only that, she turns out to be the daughter of Porky, who has re-opened his nightclub in a Mississippi riverboat. Is this Porky's opportunity for revenge, or will the Angel Beach crowd outwit him once again?"
166,3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,tt0098502,28169.0,23.0,124.0,17.0,57.0,24.0,53.0,16.0,33.0,4.0,8.0,359.0,0.4094707520891365,0.033426183844011144,0.3760445682451253,0.4428969359331476,0,"Picking up immediately after where 'Toxic Avenger Part 2' left off, after getting Apocolypse Inc. out of town, Toxie has nothing to do. He tries to get a job, but fails as a normal job is no place for a creature of superhuman size and strength. Until on day, Toxie is told that his blind girlfriend Claire, has a chance to see again, but it costs a lot of money. Then Toxie gets the opportunity to work as a spokesman for his enemy Apocolypse Inc. He says ""yes"" so he can get money for Claire. Not knowing what he was doing, Apocolypse Inc. takes over Tromaville and makes everyone slaves to work for them. After Claire's surgery, she opens up Toxie's eyes and he has too battle with The Devil himself so there will be a better future and a room for Toxic Avenger Part 4."
167,3774,House Party 2 (1991),Comedy|Drama|Romance,tt0102065,16096.0,18.0,97.0,14.0,99.0,20.0,67.0,15.0,21.0,2.0,8.0,361.0,0.3185595567867036,0.027700831024930747,0.29085872576177285,0.3462603878116344,0,"When Kid's college money is stolen by a crooked music promoter, Play's solution is to stage the 'mutha' of all pajama parties. Starring Kid 'n Play and Martin Lawrence."
168,3799,Pokémon the Movie 2000 (2000),Animation|Children,tt0210234,12599.0,225.0,355.0,57.0,179.0,92.0,193.0,93.0,97.0,19.0,56.0,1366.0,0.424597364568082,0.05490483162518302,0.369692532942899,0.479502196193265,0,"An evil genius in a flying fortress is trying to kidnap the birds of the fire, ice, and lightning islands in hopes of luring the sea power, Lugia, and controlling the world. Ash and his friends, in the process of carrying out an island tradition that requires visiting those three islands, discover the plot and try to stop it. Even the comic villains, Team Rocket, turn good and help out in the end against the threat of world destruction. And Pokemon assemble from all around the world in case they can be of help (but they end up helping only the merchandising)."
169,3804,H.O.T.S. (1979),Comedy,tt0079257,59181.0,7.0,46.0,9.0,37.0,7.0,26.0,2.0,14.0,0.0,13.0,161.0,0.3291925465838509,0.08074534161490682,0.2484472049689441,0.40993788819875776,0,"College exploitation film focusing on the wild escapades of the women of H.O.T.S. Sorority. The antics include but are certainly not limited to a wet t-shirt contest, a sky-diving episode, plenty of fraternity boys and even a house-keeping robot. Can the girls of H.O.T.S. overcome the scrutiny of their unliberated student counterparts and the University Administration as they unknowingly become the focus of bumbling crooks?"
170,3820,Thomas and the Magic Railroad (2000),Children,tt0205461,16110.0,29.0,76.0,10.0,30.0,11.0,31.0,6.0,14.0,0.0,5.0,212.0,0.4952830188679245,0.02358490566037736,0.4716981132075472,0.5188679245283019,0,"Mr. Conductor's supply of magic gold dust, which allows him to travel between Shining Time and Thomas's island, is critically low. Unfortunately, he doesn't know how to get more. Meanwhile, Thomas is fending off attacks by the nasty diesel engines. Getting more gold dust will require help from Mr. C's slacker cousin, his new friend Lilly, and her morose grandfather, plus the secret engine he's hidden all these years and couldn't get running."
171,3891,Turn It Up (2000),Crime|Drama,tt0216772,9995.0,4.0,8.0,2.0,8.0,4.0,7.0,0.0,0.0,0.0,1.0,34.0,0.35294117647058826,0.029411764705882356,0.3235294117647059,0.3823529411764706,0,"Trying to bootstrap his way out of Brooklyn's mean streets is Diamond, a rap musician. With his long-time pal Gage acting as his manager, he's trying to lay down a demo tape with cut-rate studio time. To pay the bills, he and Gage run drugs for ""Mr. B."" Inside a week, Diamond's beloved mother dies suddenly, his father appears after an absence of 12 years and wants a relationship, and his girlfriend Kia tells him she's pregnant, asking him if he's ready to be a father. Gage steals $100,000 in a multiple-felony robbery so that Diamond can record a full album, not knowing it's Mr. B's money he's taken. B wants his money, Diamond wants his music, Kia wants an answer."
172,3931,"Giant Gila Monster, The (1959)",Horror|Sci-Fi,tt0052846,34077.0,13.0,59.0,17.0,39.0,10.0,24.0,5.0,10.0,1.0,5.0,183.0,0.3934426229508197,0.032786885245901634,0.3606557377049181,0.4262295081967213,0,"A couple of teenagers are reported missing in a small Texas town, and it is thought they eloped. Sheriff Jeff turns to his friend Clarence Winstead, a garage mechanic and leader of a hot-rod gang, for help. After a series of tragic motor accidents, it becomes apparent that a giant Gila monster is roaming the area depleting the town of its citizens and visitors, including two hot-rodding teens, and planning to attend the BIG record-hop party."
